ID#	1
Name	D
	Data Filename	Sample Name	Sample ID	Sample Type	Level#	Ret. Time	Area	Height	Intensity	ISTD Area	ISTD Height	ISTD Ret.Time	Area Ratio	Height Ratio	Conc.	Std. Conc.	Deviation	%Dev	Accuracy[%]	QC Check Results	Mark	Peak Start	Peak End	NTP(USP)	NTP(JP)	NTP(JP2)	NTP(EP)	NTP(BP)	NTP(DAB)	NTP(EMG)	NTP(EMG(50%))	NTP(Area/Height)	NTP(USP2)	NTP	NTP	NTP	NTP	NTP	NTP(User Defined)	HETP(USP)	HETP(JP)	HETP(JP2)	HETP(EP)	HETP(BP)	HETP(DAB)	HETP(EMG)	HETP(EMG(50%))	HETP(Area/Height)	HETP(USP2)	HETP	HETP	HETP	HETP	HETP	HETP(User Defined)	T.Plates/meter(USP)	T.Plates/meter(JP)	T.Plates/meter(JP2)	T.Plates/meter(EP)	T.Plates/meter(BP)	T.Plates/meter(DAB)	T.Plates/meter(EMG)	T.Plates/meter(EMG(50%))	T.Plates/meter(Area/Height)	T.Plates/meter(USP2)	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter(User Defined)	Tailing F.	Tailing F(10%)	Resolution(USP)	Resolution(JP)	Resolution(JP2)	Resolution(EP)	Resolution(BP)	Resolution(DAB)	Resolution(EMG)	Resolution(EMG(50%))	Resolution(Area/Height)	Resolution(USP2)	Resolution	Resolution	Resolution	Resolution	Resolution	Resolution(User Defined)	k'	Separation	Peak Valley Ratio	Area%	Height%	USP Width	Width(5%)	Width(10%)	Width(50%)	Relative Retention Time	Vial#	Tray	Cal. Point	S/N	Noise	Quant. Limit(QL)	Detect. Limit(DL)	RF	Mean RF	RF SD	RF %RSD	Calib.Point Mean Area	Calib.Point Area SD	Calib.Point Area %RSD	Calib.Point Mean Height	Calib.Point Height SD	Calib.Point Height %RSD	Dev.Ratio	Date Acquired	Custom Calc.Result 1	Custom Calc.Result 2	Custom Calc.Result 3	Custom Calc.Result 4	Custom Calc.Result 5	Statistic	DRE Wavelength	DRE Factor	DRE Time	m/z	Ref.1 m/z	Ref.1 Ident.Range%	Ref.1 Act%	Ref.1 Result	Ref.1 Inten.	Ref.2 m/z	Ref.2 Ident.Range%	Ref.2 Act%	Ref.2 Result	Ref.2 Inten.	Ref.3 m/z	Ref.3 Ident.Range%	Ref.3 Act%	Ref.3 Result	Ref.3 Inten.	Ref.4 m/z	Ref.4 Ident.Range%	Ref.4 Act%	Ref.4 Result	Ref.4 Inten.	Ref.5 m/z	Ref.5 Ident.Range%	Ref.5 Act%	Ref.5 Result	Ref.5 Inten.	Dilution Factor	Sample Amount
8	S2.lcd	4 8 LAB STD.7 1 1	4 8 LAB STD.7 1 1	Standard(Calc.Point)	1	2.338	4419187	1422627	1436079	4419187	1422627	2.338	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.268	2.439	11206	11927	11949	11927	11927	11927	12302	12302	12807	0	0	0	0	0	0	0	13.385	12.576	12.554	12.576	12.576	12.576	12.193	12.193	11.712	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74709	79513	79657	79513	79513	79513	82012	82012	85380	0	0	0	0	0	0	0	1.112	1.100	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	96.463	96.347	0.088	0.096	0.087	0.050		47	1	*	1601.03	888.57	0.01	0.00	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:06:50 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
9	S1.lcd	4 9 LAB STD.8 1 1	4 9 LAB STD.8 1 1	Standard(Calc.Point)	1	2.338	4400748	1399207	1410404	4400748	1399207	2.338	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.268	2.439	10996	11582	11603	11582	11582	11582	12385	12385	12496	0	0	0	0	0	0	0	13.641	12.951	12.928	12.951	12.951	12.951	12.111	12.111	12.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73308	77215	77354	77215	77215	77215	82567	82567	83304	0	0	0	0	0	0	0	1.092	1.080	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	96.680	96.477	0.089	0.097	0.087	0.051		46	1	*	2210.88	632.87	0.00	0.00	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:00:12 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
10	BLANK-3.lcd	4 10 LAB CONTROL_BLANK 1	4 10 LAB CONTROL_BLANK 1	Unknown	1	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	--	-----	-----	-----	-----	-----	-----		13	1	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:53:34 PM	-----	-----	-----	-----	-----		--	--	--	246.10>130.10	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
11	HQC-1.lcd	4 11 LAB QC.1 1 1	4 11 LAB QC.1 1 1	Control	1	2.335	2698094	738133	742417	2698094	738133	2.335	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.254	2.453	8383	8228	8243	8228	8228	8228	10085	10085	9225	0	0	0	0	0	0	0	17.894	18.231	18.198	18.231	18.231	18.231	14.874	14.874	16.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	55886	54851	54950	54851	54851	54851	67233	67233	61503	0	0	0	0	0	0	0	1.076	1.063	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	95.862	94.829	0.102	0.107	0.097	0.061		39	1	-----	915.11	806.60	0.01	0.00	1.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	0.0000	1/21/2014 7:46:56 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
12	MQC-1.lcd	4 12 LAB QC.2 1 1	4 12 LAB QC.2 1 1	Control	1	2.336	3435697	972127	978452	3435697	972127	2.336	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.264	2.419	8935	8889	8905	8889	8889	8889	11091	11091	9878	0	0	0	0	0	0	0	16.788	16.875	16.845	16.875	16.875	16.875	13.525	13.525	15.185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	59565	59258	59365	59258	59258	59258	73939	73939	65856	0	0	0	0	0	0	0	1.021	1.007	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.099	0.105	0.095	0.058		35	1	-----	124.17	7829.00	0.08	0.03	1.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	0.0000	1/21/2014 7:40:18 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
13	LQC-1.lcd	4 13 LAB QC.3 1 1	4 13 LAB QC.3 1 1	Control	1	2.302	3813894	898139	911829	3813894	898139	2.302	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.261	2.395	6571	4927	4936	4927	4927	4927	5055	5055	6646	0	0	0	0	0	0	0	22.827	30.446	30.392	30.446	30.446	30.446	29.671	29.671	22.569	0.000	0.000	0.000	0.000	0.000	0.000	0.000	43808	32845	32904	32845	32845	32845	33703	33703	44309	0	0	0	0	0	0	0	1.682	1.728	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.114	0.117	0.109	0.077		31	1	-----	124.70	7202.44	0.08	0.03	1.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	0.0000	1/21/2014 7:33:41 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
14	BLANK-2.lcd	4 14 LAB CONTROL_BLANK 1	4 14 LAB CONTROL_BLANK 1	Unknown	1	2.292	1602	345	365	1602	345	2.292	1.00000	1.00000	1.0000e+000	-----	-----	-----	-----		   	2.254	2.419	15387	3460	3466	3460	3460	3460	2446	2446	5512	0	0	0	0	0	0	0	9.749	43.352	43.273	43.352	43.352	43.352	61.316	61.316	27.213	0.000	0.000	0.000	0.000	0.000	0.000	0.000	102578	23067	23109	23067	23067	23067	16309	16309	36748	0	0	0	0	0	0	0	2.121	2.158	-5.344	-3.519	-3.519	-3.519	-3.519	-3.519	-4.049	-3.519	-4.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.216	0.000	--	1.245	0.795	0.074	0.148	0.140	0.092		13	1	-----	0.05	7492.43	217.12	71.65	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:27:02 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
15	C10-1.lcd	4 15 LAB 2780000001 0001 A 0h PLM-1 1	4 15 LAB 2780000001 0001 A 0h P	Unknown	1	2.339	2620438	703329	707230	2620438	703329	2.339	1.00000	1.00000	1.0000e+000	-----	-----	-----	-----		   	2.268	2.422	8184	7967	7981	7967	7967	7967	9893	9893	8909	0	0	0	0	0	0	0	18.328	18.828	18.794	18.828	18.828	18.828	15.163	15.163	16.838	0.000	0.000	0.000	0.000	0.000	0.000	0.000	54560	53113	53209	53113	53113	53113	65950	65950	59391	0	0	0	0	0	0	0	1.056	1.045	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.103	0.109	0.099	0.062		10	1	-----	91.98	7646.67	0.11	0.04	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:20:23 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
16	C9-1.lcd	4 16 LAB 2780000002 0001 A 12h PLM-1 1	4 16 LAB 2780000002 0001 A 12h 	Unknown	1	2.330	3087431	779491	783823	3087431	779491	2.330	1.00000	1.00000	1.0000e+000	-----	-----	-----	-----		   	2.257	2.412	7819	6814	6827	6814	6814	6814	9686	9686	7825	0	0	0	0	0	0	0	19.185	22.012	21.973	22.012	22.012	22.012	15.486	15.486	19.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52124	45429	45511	45429	45429	45429	64576	64576	52165	0	0	0	0	0	0	0	1.035	1.021	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.105	0.110	0.101	0.066		9	1	-----	96.51	8077.00	0.10	0.03	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:13:43 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
17	C8-1.lcd	4 17 LAB 2780000003 0002 A 0h PLM-1 1	4 17 LAB 2780000003 0002 A 0h P	Unknown	1	2.332	3357609	859885	864102	3357609	859885	2.332	1.00000	1.00000	1.0000e+000	-----	-----	-----	-----		   	2.257	2.412	8021	7075	7088	7075	7075	7075	10203	10203	8065	0	0	0	0	0	0	0	18.702	21.200	21.162	21.200	21.200	21.200	14.701	14.701	18.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	53471	47170	47255	47170	47170	47170	68021	68021	53764	0	0	0	0	0	0	0	1.006	0.990	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.104	0.109	0.100	0.065		8	1	-----	106.28	8090.95	0.09	0.03	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:07:04 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
18	C7-1.lcd	4 18 LAB 2780000004 0002 A 12h PLM-1 1	4 18 LAB 2780000004 0002 A 12h 	Unknown	1	2.331	3457802	921847	926720	3457802	921847	2.331	1.00000	1.00000	1.0000e+000	-----	-----	-----	-----		   	2.254	2.415	8279	7673	7686	7673	7673	7673	10552	10552	8732	0	0	0	0	0	0	0	18.117	19.550	19.515	19.550	19.550	19.550	14.215	14.215	17.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	55196	51150	51243	51150	51150	51150	70348	70348	58214	0	0	0	0	0	0	0	0.998	0.986	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.102	0.108	0.098	0.063		7	1	-----	116.96	7881.51	0.09	0.03	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:00:26 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
19	C6-1.lcd	4 19 LAB CONTROL_BLANK 1	4 19 LAB CONTROL_BLANK 1	Unknown	1	2.336	3564257	960466	966798	3564257	960466	2.336	1.00000	1.00000	1.0000e+000	-----	-----	-----	-----		   	2.261	2.419	8444	7900	7914	7900	7900	7900	10934	10934	8957	0	0	0	0	0	0	0	17.765	18.988	18.954	18.988	18.988	18.988	13.719	13.719	16.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	56292	52664	52759	52664	52664	52664	72892	72892	59712	0	0	0	0	0	0	0	0.981	0.968	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.102	0.107	0.098	0.062		6	1	-----	119.37	8046.12	0.08	0.03	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 6:53:49 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
20	C5-1.lcd	4 20 LAB QC.1 2 1	4 20 LAB QC.1 2 1	Control	1	2.339	3524524	912097	917823	3524524	912097	2.339	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.261	2.422	8065	7179	7192	7179	7179	7179	10648	10648	8282	0	0	0	0	0	0	0	18.600	20.895	20.857	20.895	20.895	20.895	14.088	14.088	18.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	53764	47858	47944	47858	47858	47858	70984	70984	55216	0	0	0	0	0	0	0	0.968	0.953	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.104	0.109	0.100	0.065		5	1	-----	117.80	7742.72	0.08	0.03	1.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	0.0000	1/21/2014 6:47:10 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
21	C4-1.lcd	4 21 LAB QC.2 2 1	4 21 LAB QC.2 2 1	Control	1	2.337	3441397	961776	968386	3441397	961776	2.337	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.261	2.419	8622	8588	8604	8588	8588	8588	11096	11096	9644	0	0	0	0	0	0	0	17.398	17.466	17.434	17.466	17.466	17.466	13.519	13.519	15.553	0.000	0.000	0.000	0.000	0.000	0.000	0.000	57477	57255	57358	57255	57255	57255	73973	73973	64296	0	0	0	0	0	0	0	0.997	0.983	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.101	0.106	0.096	0.059		4	1	-----	123.40	7793.66	0.08	0.03	1.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	0.0000	1/21/2014 6:40:30 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
22	C3-1.lcd	4 22 LAB QC.3 2 1	4 22 LAB QC.3 2 1	Control	1	2.302	3944056	910868	921920	3944056	910868	2.302	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.257	2.395	6446	4816	4824	4816	4816	4816	5074	5074	6392	0	0	0	0	0	0	0	23.272	31.148	31.092	31.148	31.148	31.148	29.565	29.565	23.466	0.000	0.000	0.000	0.000	0.000	0.000	0.000	42970	32105	32163	32105	32105	32105	33823	33823	42614	0	0	0	0	0	0	0	1.622	1.674	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.115	0.118	0.110	0.078		3	1	-----	118.95	7657.38	0.08	0.03	1.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	0.0000	1/21/2014 6:33:52 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1

